-0.023438,-0.0078125,0.023438,-0.046875,0.023438,-0.023438,-0.015625,0,0,0.0078125,-0.03125,-0.015625,-0.015625,0.0078125,-0.0625,-0.03125,0.015625,0,-0.046875,0,-0.023438,-0.0078125,-0.023438,0,0.054688,-0.039063,-0.023438,-0.023438,-0.0078125,-0.0078125,-0.0078125,-0.0078125,-0.023438,-0.015625,-0.023438,-0.0078125,0,-0.03125,0.015625,-0.015625,0.03125,-0.046875,-0.015625,-0.039063,-0.0078125,0.023438,-0.03125,0.0078125,-0.015625,-0.023438,-0.023438,-0.023438,-0.015625,-0.0078125,0.0078125,-0.015625,0,-0.03125,-0.023438,-0.046875,0.023438,-0.0078125,-0.015625,-0.015625,-0.015625,-0.023438,-0.023438,-0.023438,0.03125,-0.015625,-0.054688,0.0078125,-0.015625,-0.015625,0,0.023438,-0.0078125,-0.0078125,-0.015625,-0.03125,0.0078125,-0.023438,-0.023438,0.015625,0.0078125,-0.023438,-0.023438,-0.015625,-0.039063,0.039063,-0.03125,-0.023438,0,0,0,-0.015625,0.0078125,-0.0078125,0.0078125,0.015625,0,-0.054688,0.0078125,-0.015625,0.023438,-0.039063,-0.039063,0.0078125,0,-0.039063,0,0,0.023438,-0.03125,0.015625,-0.015625,-0.023438,0.023438,-0.03125,0.0078125,-0.0625,-0.070313,0.0078125,0.015625,0.03125,-0.039063,-0.046875,0.015625,-0.0078125,0,-0.015625,-0.015625,-0.023438,0,-0.023438,0.023438,-0.054688,0.0078125,-0.03125,0,-0.015625,-0.03125,-0.0625,-0.0078125,0.0078125,-0.039063,0,0,-0.015625,-0.0078125
0.023438,-0.0078125,-0.03125,-0.0078125,0.023438,-0.054688,-0.039063,-0.023438,0.03125,0,0.0078125,-0.046875,-0.0078125,-0.039063,0.0078125,0.015625,-0.0078125,-0.0625,-0.039063,-0.023438,-0.023438,0.015625,0.0078125,0.0078125,0.0078125,-0.015625,-0.0625,-0.0078125,-0.03125,0,0.0078125,-0.046875,0.039063,-0.03125,-0.0078125,-0.0078125,-0.0078125,-0.0625,0.0078125,-0.023438,0.046875,-0.015625,-0.03125,-0.0078125,0,-0.054688,0,-0.023438,0.023438,0,0,-0.023438,-0.03125,0.015625,0,0.0078125,-0.0078125,-0.023438,-0.023438,-0.015625,0.015625,0.015625,-0.023438,-0.03125,-0.023438,-0.015625,0.023438,0.0078125,-0.023438,-0.023438,0.0078125,-0.054688,0.03125,-0.03125,-0.03125,0.046875,-0.039063,0.039063,-0.023438,0.023438,-0.023438,-0.03125,-0.023438,0,-0.023438,-0.03125,0,-0.03125,0.039063,-0.039063,-0.03125,0.023438,0,0.015625,-0.0078125,0,-0.023438,0.023438,-0.046875,0.015625,-0.023438,-0.046875,-0.023438,0.046875,-0.03125,-0.03125,-0.023438,0.023438,0,-0.0078125,-0.054688,-0.023438,0,-0.0078125,-0.023438,0.054688,-0.039063,-0.0078125,-0.03125,-0.0078125,-0.046875,-0.03125,-0.023438,-0.03125,-0.015625,-0.0078125,0.0078125,0,0,-0.03125,-0.0078125,0,0.0078125,-0.039063,0.0078125,-0.0078125,0,-0.03125,-0.0078125,-0.023438,0.015625,-0.0078125,-0.046875,-0.039063,-0.0078125,0,0.03125,-0.039063,-0.039063,-0.03125
-0.03125,0.015625,-0.039063,0.023438,-0.039063,-0.015625,-0.03125,0.046875,-0.039063,-0.023438,-0.0078125,0.015625,0,-0.0078125,-0.0078125,0,-0.023438,0.0078125,0.015625,0,-0.03125,-0.015625,-0.03125,-0.0078125,0.023438,-0.015625,-0.03125,-0.023438,-0.03125,-0.0078125,0.015625,-0.0078125,0,-0.015625,0.0078125,-0.0078125,-0.0625,-0.023438,0.0078125,0.023438,0.0078125,-0.039063,0.039063,-0.054688,-0.03125,-0.015625,0.03125,0,-0.023438,-0.015625,-0.0078125,0.015625,-0.023438,0,-0.015625,-0.039063,0.0078125,0.0078125,0.023438,-0.015625,-0.039063,-0.0078125,-0.03125,0.0078125,-0.039063,0.0078125,-0.039063,-0.0078125,0.0078125,-0.0078125,0,0.015625,0,-0.039063,-0.054688,-0.015625,0.0078125,-0.078125,0.03125,-0.0078125,-0.015625,0.0078125,-0.023438,-0.03125,-0.0078125,-0.015625,0,0.0078125,-0.015625,-0.023438,0.015625,0.0625,-0.054688,-0.10156,0.0078125,-0.054688,0.023438,0.0078125,0.015625,-0.0078125,-0.0078125,-0.0625,0.054688,-0.023438,-0.039063,-0.0078125,0,-0.054688,0.023438,0.023438,-0.023438,-0.039063,-0.0078125,-0.015625,0.03125,-0.046875,-0.0625,0.039063,-0.03125,0.015625,-0.0078125,-0.046875,0.0078125,-0.015625,-0.023438,-0.0078125,0.015625,-0.0625,-0.03125,0.023438,-0.015625,-0.023438,0.046875,-0.023438,0.015625,0.0078125,-0.0625,0.023438,0.0078125,0.054688,-0.11719,-0.03125,-0.03125,-0.023438,0.039063,0.015625,-0.015625,-0.03125,-0.0078125,-0.039063
-0.039063,-0.0078125,-0.0078125,-0.023438,0.0078125,-0.0078125,-0.0625,0.0078125,0.03125,-0.023438,0.0078125,-0.039063,0.015625,0,-0.046875,-0.0078125,-0.023438,-0.03125,-0.0078125,0.015625,-0.0078125,0,-0.015625,-0.0078125,-0.0078125,-0.015625,-0.039063,-0.015625,-0.0078125,-0.015625,0.015625,-0.039063,-0.015625,0,0,-0.03125,-0.015625,-0.023438,-0.03125,0.015625,0.03125,-0.015625,-0.015625,0.023438,0,-0.054688,-0.046875,0.0078125,-0.0078125,0.03125,-0.023438,-0.0078125,0,-0.03125,-0.023438,0.03125,-0.023438,-0.015625,-0.023438,0.015625,-0.023438,0.023438,-0.03125,-0.03125,0,-0.054688,0.023438,0.015625,-0.0625,-0.0078125,0,0.0078125,-0.03125,-0.015625,-0.046875,0.023438,-0.046875,-0.023438,-0.023438,0,-0.023438,-0.023438,0.039063,0.03125,-0.046875,-0.03125,-0.015625,-0.03125,0.0078125,0,-0.039063,0.015625,0,0,0,-0.015625,0.0078125,-0.054688,-0.03125,-0.0078125,-0.023438,0.0078125,0.015625,-0.0078125,-0.0078125,-0.0078125,-0.0078125,0.0078125,-0.015625,-0.054688,0.03125,-0.0078125,-0.039063,0.039063,-0.023438,0,-0.023438,-0.015625,-0.039063,0,0,0,0.023438,0.023438,-0.0078125,0,-0.046875,-0.015625,0.03125,-0.046875,0,-0.0078125,-0.023438,-0.023438,-0.03125,0.015625,-0.023438,-0.0078125,-0.0078125,-0.03125,-0.015625,0,0.023438,0,-0.023438,-0.015625,0.023438,-0.03125,-0.023438,-0.03125
-0.0078125,-0.0078125,-0.039063,0.0078125,0.0078125,-0.046875,-0.015625,0,-0.039063,0.0078125,0,0,-0.054688,-0.0078125,-0.0078125,0.0078125,0,-0.0078125,-0.0078125,0,-0.023438,-0.046875,0.0078125,0.0078125,-0.023438,0.023438,-0.078125,0.015625,-0.015625,0,0,0,-0.046875,-0.046875,0.0078125,0.023438,0.0078125,-0.046875,0,-0.015625,-0.039063,0.0078125,0.0078125,0,0.0078125,-0.023438,0.0078125,-0.0078125,0.015625,-0.015625,-0.015625,0.015625,-0.015625,-0.023438,-0.03125,0.015625,-0.0078125,-0.0078125,-0.0078125,-0.023438,0.0078125,-0.0078125,-0.0078125,-0.03125,-0.03125,-0.015625,0.023438,-0.0078125,-0.03125,-0.015625,-0.015625,0.0078125,-0.023438,-0.046875,0.03125,0.0078125,0.0078125,0.0078125,-0.015625,-0.0078125,-0.023438,-0.015625,-0.046875,0.0078125,-0.0078125,-0.0078125,0.03125,-0.023438,-0.023438,-0.0078125,0.03125,-0.03125,-0.015625,-0.054688,-0.023438,-0.015625,0,-0.015625,0.015625,0.023438,-0.023438,-0.046875,0,-0.015625,-0.023438,0.0078125,0.015625,-0.023438,-0.03125,-0.046875,0.03125,-0.015625,-0.0625,-0.015625,-0.039063,0,-0.015625,0.039063,-0.039063,-0.046875,0.0078125,0.023438,-0.039063,-0.03125,-0.015625,-0.0078125,0.015625,-0.0078125,0.023438,-0.03125,0.015625,-0.039063,-0.070313,-0.015625,-0.015625,-0.015625,0.03125,-0.046875,0.0078125,0.0078125,-0.0078125,0.0078125,0,-0.054688,0.0078125,-0.0078125,0.023438,-0.03125,-0.03125,0
-0.039063,0.023438,-0.03125,-0.0078125,-0.03125,0,0.015625,-0.023438,-0.015625,-0.015625,0,-0.015625,-0.0078125,0.0078125,-0.0078125,0,-0.015625,0.0078125,-0.015625,-0.054688,0,-0.015625,0.015625,-0.0078125,-0.0078125,-0.046875,0,0,-0.0078125,-0.023438,0,0.023438,-0.039063,0.0078125,-0.015625,0.0078125,-0.039063,-0.023438,0.023438,-0.023438,-0.03125,-0.023438,-0.015625,-0.015625,-0.039063,-0.023438,0.046875,-0.0078125,-0.015625,-0.03125,-0.023438,0.015625,-0.015625,-0.03125,-0.03125,-0.023438,0,-0.0078125,-0.023438,-0.023438,-0.015625,-0.039063,0.023438,0,-0.03125,0,0.023438,-0.015625,-0.023438,-0.023438,-0.023438,-0.03125,0.015625,0.015625,-0.015625,-0.023438,-0.0078125,-0.03125,0,-0.0078125,-0.039063,0.015625,-0.0078125,0.0078125,-0.015625,-0.046875,0,-0.0078125,-0.023438,0,0.015625,-0.0078125,-0.015625,-0.015625,0.039063,-0.023438,-0.046875,0.0078125,0.015625,-0.0625,0.015625,-0.039063,0.015625,0.0078125,0.015625,-0.03125,-0.0078125,-0.015625,0,-0.0078125,0.0078125,-0.039063,-0.015625,-0.0078125,-0.015625,-0.0078125,-0.015625,-0.039063,0,0.03125,-0.0078125,-0.0078125,0.023438,-0.046875,-0.0078125,0.0078125,-0.0078125,-0.015625,-0.023438,0,0,-0.023438,-0.023438,0.023438,-0.0078125,-0.0078125,-0.03125,-0.0078125,0,0,-0.03125,0.015625,-0.046875,-0.0078125,0.023438,-0.039063,-0.015625,0.0078125,-0.0078125,-0.0078125
0,-0.023438,-0.023438,-0.023438,-0.023438,-0.0078125,-0.0078125,0.015625,-0.0078125,-0.023438,0.015625,0,0,-0.078125,-0.03125,-0.0078125,-0.0078125,0.03125,-0.015625,0.015625,-0.046875,0.0078125,-0.0078125,0,-0.0078125,-0.015625,-0.054688,0,-0.023438,0.015625,-0.054688,0.015625,-0.0078125,-0.015625,0.0078125,0.085938,-0.078125,-0.03125,-0.0078125,-0.023438,0.023438,0.03125,-0.046875,0.070313,-0.09375,-0.039063,0.0078125,0.0078125,0.0078125,-0.015625,0,0.0078125,-0.0625,-0.125,0,-0.015625,0.046875,0,-0.039063,-0.0078125,-0.0078125,0.046875,-0.0625,-0.03125,0,-0.015625,0.039063,-0.070313,-0.015625,0.0625,-0.046875,-0.03125,0.0078125,-0.015625,0.078125,-0.085938,-0.0078125,-0.0078125,-0.03125,0.015625,0,-0.039063,-0.023438,0.078125,-0.0625,0,0.0078125,0.0078125,-0.039063,-0.039063,0.0078125,0.015625,0,-0.03125,-0.023438,0.0078125,-0.046875,0.015625,0.015625,0.015625,-0.078125,-0.015625,-0.0078125,-0.015625,0.03125,-0.03125,0,0,-0.015625,-0.046875,-0.023438,-0.0078125,0,-0.015625,0.0078125,-0.03125,0.0625,-0.085938,-0.03125,0,-0.023438,0.0078125,0.015625,-0.0078125,-0.015625,0.046875,-0.046875,0,-0.03125,0.03125,-0.023438,-0.070313,-0.054688,-0.039063,0.03125,0.03125,0.0078125,-0.054688,-0.0078125,-0.015625,-0.0078125,0,0.023438,-0.046875,0.0078125,-0.046875,-0.054688,0.015625,-0.03125,0.078125
-0.039063,-0.015625,0.03125,-0.03125,-0.03125,0,-0.03125,-0.015625,0.0078125,-0.015625,-0.023438,-0.023438,0.023438,0.023438,-0.015625,0.0078125,-0.03125,0.015625,-0.015625,-0.039063,-0.015625,0,0.015625,-0.039063,-0.03125,0,-0.0078125,-0.0078125,-0.023438,-0.023438,0,-0.03125,-0.0078125,0.023438,-0.046875,-0.023438,0.023438,-0.03125,-0.015625,0.015625,-0.0078125,0.023438,-0.03125,0.015625,-0.0078125,0.015625,-0.054688,0.039063,-0.0625,0,0,-0.023438,0,0.0078125,0.0625,-0.070313,-0.046875,-0.0078125,-0.03125,0.0078125,0.023438,-0.0078125,-0.03125,0.0078125,0.03125,-0.046875,-0.0078125,-0.03125,0.0078125,0.0078125,-0.085938,-0.015625,0.015625,0.03125,-0.023438,-0.023438,0,-0.023438,-0.03125,0,0.0078125,-0.03125,-0.0078125,-0.039063,-0.039063,0.039063,0,-0.015625,0.046875,-0.015625,-0.015625,0,-0.054688,-0.0078125,0,-0.0625,0.0078125,-0.03125,0.0078125,0,0.0078125,-0.046875,0,0,0.0078125,-0.0078125,0.015625,-0.015625,-0.0078125,-0.015625,-0.03125,0.023438,0,-0.03125,0.0078125,-0.085938,-0.054688,0.023438,-0.015625,0,0.0625,-0.039063,-0.0078125,-0.015625,-0.023438,0.0078125,-0.0078125,-0.023438,0.023438,-0.023438,-0.054688,-0.0078125,0.0078125,-0.03125,-0.023438,0,0.0078125,-0.015625,0,-0.023438,-0.015625,0.0078125,-0.054688,0,-0.015625,-0.015625,-0.023438,0.0078125,0.015625,0.015625
-0.015625,-0.03125,-0.015625,-0.0078125,-0.023438,-0.0078125,-0.023438,0.0078125,0,-0.046875,-0.03125,-0.015625,-0.015625,0.0625,-0.0078125,0.0078125,-0.054688,-0.023438,0.023438,0.023438,-0.03125,-0.03125,0,0,-0.015625,-0.015625,0.0078125,0.039063,-0.054688,-0.015625,-0.015625,0,-0.0078125,0.039063,-0.054688,-0.0078125,0,-0.046875,0.023438,-0.015625,-0.039063,-0.0078125,0.0078125,-0.015625,0.0078125,-0.023438,-0.015625,0.0078125,-0.0078125,-0.046875,0,-0.023438,0.039063,-0.023438,0.0078125,0,-0.046875,-0.0078125,-0.046875,-0.0078125,-0.0078125,0.0078125,0,-0.023438,0.039063,-0.03125,0.0078125,-0.015625,-0.015625,-0.0078125,-0.03125,0.023438,-0.039063,-0.0078125,0.023438,-0.023438,0.0078125,-0.03125,0.0078125,0,-0.03125,-0.03125,0.054688,-0.070313,-0.03125,-0.015625,0.046875,-0.023438,-0.039063,-0.0078125,0,-0.023438,-0.015625,-0.03125,0.015625,0,0,-0.015625,0.015625,0,-0.10156,-0.0078125,-0.0078125,0,0.015625,-0.046875,0.03125,-0.0078125,-0.054688,-0.0078125,0.046875,-0.054688,-0.03125,-0.0078125,-0.0078125,-0.03125,0.023438,0.023438,-0.023438,0.0078125,0,-0.015625,-0.0078125,-0.039063,-0.015625,-0.015625,0.023438,0.0078125,-0.0078125,-0.0078125,-0.039063,0,0.0078125,0.046875,-0.125,0.0078125,-0.0625,0.023438,0.0625,-0.078125,0.0078125,-0.0078125,0.0078125,-0.03125,0.0078125,0.0078125,0.039063,-0.023438,-0.03125,-0.039063
-0.03125,-0.015625,-0.0078125,0.023438,-0.039063,-0.0078125,-0.015625,-0.0078125,0.0078125,-0.03125,-0.03125,-0.03125,-0.03125,0,-0.023438,-0.03125,0.023438,0,0.023438,-0.023438,0.046875,-0.070313,-0.03125,-0.023438,-0.023438,0.023438,0.0078125,-0.0078125,0.0078125,-0.015625,0,0,-0.054688,-0.03125,0.039063,0.023438,-0.0078125,-0.054688,-0.023438,0.015625,-0.023438,-0.015625,0.0078125,-0.054688,0,0,0,-0.046875,-0.039063,0.0078125,0,-0.03125,-0.015625,-0.078125,0.015625,0.0625,-0.10938,0.03125,-0.015625,-0.0078125,0.03125,0.015625,0.0078125,-0.015625,-0.015625,-0.03125,-0.0078125,-0.039063,-0.015625,0,0.015625,-0.039063,-0.015625,0,-0.0078125,-0.0625,0.03125,0.023438,0,-0.023438,-0.046875,-0.015625,0.0078125,0,-0.015625,0,0.0078125,-0.023438,-0.015625,-0.03125,0,-0.0078125,-0.015625,0.0078125,-0.0078125,-0.015625,-0.015625,0,-0.0078125,0.0078125,0,-0.0078125,-0.039063,0.015625,-0.10156,0,-0.015625,-0.039063,0.023438,-0.03125,0.046875,-0.0078125,-0.0078125,-0.03125,0.03125,-0.023438,0,-0.0078125,-0.0078125,-0.039063,0.015625,0.03125,0,0.0078125,-0.039063,-0.015625,-0.015625,-0.023438,0.0078125,-0.0078125,0.0078125,-0.015625,-0.0078125,0.0078125,-0.015625,-0.015625,-0.03125,-0.0078125,-0.0078125,-0.023438,-0.023438,0.0078125,-0.039063,-0.023438,-0.03125,-0.015625,-0.023438,0,-0.0078125,0.023438
